index,filename,source,row,col,classification,manual_override,weights
25,tile_0025.png,tloz1_1.png,2,44,solid,air,
25,tile_0025.png,tloz1_1.png,2,45,solid,air,
26,tile_0026.png,tloz1_1.png,2,46,solid,,
23,tile_0023.png,tloz1_1.png,2,47,solid,,
27,tile_0027.png,tloz1_1.png,3,16,solid,,
28,tile_0028.png,tloz1_1.png,3,17,solid,,
25,tile_0025.png,tloz1_1.png,3,18,solid,air,
25,tile_0025.png,tloz1_1.png,3,19,solid,air,
25,tile_0025.png,tloz1_1.png,3,20,solid,air,
25,tile_0025.png,tloz1_1.png,3,21,solid,air,
25,tile_0025.png,tloz1_1.png,3,22,solid,air,
25,tile_0025.png,tloz1_1.png,3,23,solid,air,
29,tile_0029.png,tloz1_1.png,3,24,solid,,
25,tile_0025.png,tloz1_1.png,3,25,solid,air,
25,tile_0025.png,tloz1_1.png,3,26,solid,air,
25,tile_0025.png,tloz1_1.png,3,27,solid,air,
25,tile_0025.png,tloz1_1.png,3,28,solid,air,
25,tile_0025.png,tloz1_1.png,3,29,solid,air,
30,tile_0030.png,tloz1_1.png,3,30,solid,,
31,tile_0031.png,tloz1_1.png,3,31,solid,,
27,tile_0027.png,tloz1_1.png,3,32,solid,,
28,tile_0028.png,tloz1_1.png,3,33,solid,,
25,tile_0025.png,tloz1_1.png,3,34,solid,air,
32,tile_0032.png,tloz1_1.png,3,35,solid,liquid,
32,tile_0032.png,tloz1_1.png,3,36,solid,liquid,
32,tile_0032.png,tloz1_1.png,3,37,solid,liquid,
25,tile_0025.png,tloz1_1.png,3,38,solid,air,
25,tile_0025.png,tloz1_1.png,3,39,solid,air,
25,tile_0025.png,tloz1_1.png,3,40,solid,air,
25,tile_0025.png,tloz1_1.png,3,41,solid,air,
32,tile_0032.png,tloz1_1.png,3,42,solid,liquid,
32,tile_0032.png,tloz1_1.png,3,43,solid,liquid,
32,tile_0032.png,tloz1_1.png,3,44,solid,liquid,
25,tile_0025.png,tloz1_1.png,3,45,solid,air,
30,tile_0030.png,tloz1_1.png,3,46,solid,,
31,tile_0031.png,tloz1_1.png,3,47,solid,,
33,tile_0033.png,tloz1_1.png,4,16,solid,,
34,tile_0034.png,tloz1_1.png,4,17,solid,,
25,tile_0025.png,tloz1_1.png,4,18,solid,air,
25,tile_0025.png,tloz1_1.png,4,19,solid,air,
25,tile_0025.png,tloz1_1.png,4,20,solid,air,
25,tile_0025.png,tloz1_1.png,4,21,solid,air,
25,tile_0025.png,tloz1_1.png,4,22,solid,air,
29,tile_0029.png,tloz1_1.png,4,23,solid,,
25,tile_0025.png,tloz1_1.png,4,24,solid,air,
29,tile_0029.png,tloz1_1.png,4,25,solid,,
25,tile_0025.png,tloz1_1.png,4,26,solid,air,
25,tile_0025.png,tloz1_1.png,4,27,solid,air,
25,tile_0025.png,tloz1_1.png,4,28,solid,air,
25,tile_0025.png,tloz1_1.png,4,29,solid,air,
35,tile_0035.png,tloz1_1.png,4,30,solid,,
36,tile_0036.png,tloz1_1.png,4,31,solid,,
37,tile_0037.png,tloz1_1.png,4,32,solid,,
38,tile_0038.png,tloz1_1.png,4,33,solid,,
25,tile_0025.png,tloz1_1.png,4,34,solid,air,
32,tile_0032.png,tloz1_1.png,4,35,solid,liquid,
25,tile_0025.png,tloz1_1.png,4,36,solid,air,
25,tile_0025.png,tloz1_1.png,4,37,solid,air,
25,tile_0025.png,tloz1_1.png,4,38,solid,air,
25,tile_0025.png,tloz1_1.png,4,39,solid,air,
25,tile_0025.png,tloz1_1.png,4,40,solid,air,
25,tile_0025.png,tloz1_1.png,4,41,solid,air,
25,tile_0025.png,tloz1_1.png,4,42,solid,air,
25,tile_0025.png,tloz1_1.png,4,43,solid,air,
32,tile_0032.png,tloz1_1.png,4,44,solid,liquid,
25,tile_0025.png,tloz1_1.png,4,45,solid,air,
39,tile_0039.png,tloz1_1.png,4,46,solid,,
40,tile_0040.png,tloz1_1.png,4,47,solid,,
9,tile_0009.png,tloz1_1.png,5,16,solid,,
41,tile_0041.png,tloz1_1.png,5,17,solid,,
25,tile_0025.png,tloz1_1.png,5,18,solid,air,
25,tile_0025.png,tloz1_1.png,5,19,solid,air,
25,tile_0025.png,tloz1_1.png,5,20,solid,air,
25,tile_0025.png,tloz1_1.png,5,21,solid,air,
29,tile_0029.png,tloz1_1.png,5,22,solid,air,
25,tile_0025.png,tloz1_1.png,5,23,solid,air,
42,tile_0042.png,tloz1_1.png,5,24,solid,stairs,1
25,tile_0025.png,tloz1_1.png,5,25,solid,air,
29,tile_0029.png,tloz1_1.png,5,26,solid,,
25,tile_0025.png,tloz1_1.png,5,27,solid,air,
25,tile_0025.png,tloz1_1.png,5,28,solid,air,
25,tile_0025.png,tloz1_1.png,5,29,solid,air,
43,tile_0043.png,tloz1_1.png,5,30,solid,air,1
44,tile_0044.png,tloz1_1.png,5,31,solid,air,1
45,tile_0045.png,tloz1_1.png,5,32,solid,air,1
46,tile_0046.png,tloz1_1.png,5,33,solid,air,1
25,tile_0025.png,tloz1_1.png,5,34,solid,air,
32,tile_0032.png,tloz1_1.png,5,35,solid,liquid,
25,tile_0025.png,tloz1_1.png,5,36,solid,air,
32,tile_0032.png,tloz1_1.png,5,37,solid,liquid,
32,tile_0032.png,tloz1_1.png,5,38,solid,liquid,
32,tile_0032.png,tloz1_1.png,5,39,solid,liquid,
32,tile_0032.png,tloz1_1.png,5,40,solid,liquid,
32,tile_0032.png,tloz1_1.png,5,41,solid,liquid,
32,tile_0032.png,tloz1_1.png,5,42,solid,liquid,
25,tile_0025.png,tloz1_1.png,5,43,solid,air,
32,tile_0032.png,tloz1_1.png,5,44,solid,liquid,
25,tile_0025.png,tloz1_1.png,5,45,solid,air,
47,tile_0047.png,tloz1_1.png,5,46,solid,,
23,tile_0023.png,tloz1_1.png,5,47,solid,,
48,tile_0048.png,tloz1_1.png,6,16,solid,,
49,tile_0049.png,tloz1_1.png,6,17,solid,,
25,tile_0025.png,tloz1_1.png,6,18,solid,air,
25,tile_0025.png,tloz1_1.png,6,19,solid,air,
25,tile_0025.png,tloz1_1.png,6,20,solid,air,
25,tile_0025.png,tloz1_1.png,6,21,solid,air,
25,tile_0025.png,tloz1_1.png,6,22,solid,air,
29,tile_0029.png,tloz1_1.png,6,23,solid,,
25,tile_0025.png,tloz1_1.png,6,24,solid,air,
29,tile_0029.png,tloz1_1.png,6,25,solid,,
25,tile_0025.png,tloz1_1.png,6,26,solid,air,
25,tile_0025.png,tloz1_1.png,6,27,solid,air,
25,tile_0025.png,tloz1_1.png,6,28,solid,air,
25,tile_0025.png,tloz1_1.png,6,29,solid,air,
50,tile_0050.png,tloz1_1.png,6,30,solid,,
51,tile_0051.png,tloz1_1.png,6,31,solid,,
52,tile_0052.png,tloz1_1.png,6,32,solid,,
53,tile_0053.png,tloz1_1.png,6,33,solid,,
25,tile_0025.png,tloz1_1.png,6,34,solid,air,
32,tile_0032.png,tloz1_1.png,6,35,solid,liquid,
25,tile_0025.png,tloz1_1.png,6,36,solid,air,
25,tile_0025.png,tloz1_1.png,6,37,solid,air,
25,tile_0025.png,tloz1_1.png,6,38,solid,air,
25,tile_0025.png,tloz1_1.png,6,39,solid,air,
25,tile_0025.png,tloz1_1.png,6,40,solid,air,
25,tile_0025.png,tloz1_1.png,6,41,solid,air,
25,tile_0025.png,tloz1_1.png,6,42,solid,air,
25,tile_0025.png,tloz1_1.png,6,43,solid,air,
32,tile_0032.png,tloz1_1.png,6,44,solid,liquid,
25,tile_0025.png,tloz1_1.png,6,45,solid,air,
54,tile_0054.png,tloz1_1.png,6,46,solid,,
55,tile_0055.png,tloz1_1.png,6,47,solid,,
56,tile_0056.png,tloz1_1.png,7,16,solid,,
57,tile_0057.png,tloz1_1.png,7,17,solid,,
25,tile_0025.png,tloz1_1.png,7,18,solid,air,
25,tile_0025.png,tloz1_1.png,7,19,solid,air,
25,tile_0025.png,tloz1_1.png,7,20,solid,air,
25,tile_0025.png,tloz1_1.png,7,21,solid,air,
25,tile_0025.png,tloz1_1.png,7,22,solid,air,
25,tile_0025.png,tloz1_1.png,7,23,solid,air,
29,tile_0029.png,tloz1_1.png,7,24,solid,,
25,tile_0025.png,tloz1_1.png,7,25,solid,air,
25,tile_0025.png,tloz1_1.png,7,26,solid,air,
25,tile_0025.png,tloz1_1.png,7,27,solid,air,
25,tile_0025.png,tloz1_1.png,7,28,solid,air,
25,tile_0025.png,tloz1_1.png,7,29,solid,air,
58,tile_0058.png,tloz1_1.png,7,30,solid,,
59,tile_0059.png,tloz1_1.png,7,31,solid,,
56,tile_0056.png,tloz1_1.png,7,32,solid,,
57,tile_0057.png,tloz1_1.png,7,33,solid,,
25,tile_0025.png,tloz1_1.png,7,34,solid,air,
32,tile_0032.png,tloz1_1.png,7,35,solid,liquid,
32,tile_0032.png,tloz1_1.png,7,36,solid,liquid,
32,tile_0032.png,tloz1_1.png,7,37,solid,liquid,
25,tile_0025.png,tloz1_1.png,7,38,solid,air,
25,tile_0025.png,tloz1_1.png,7,39,solid,air,
25,tile_0025.png,tloz1_1.png,7,40,solid,air,
25,tile_0025.png,tloz1_1.png,7,41,solid,air,
32,tile_0032.png,tloz1_1.png,7,42,solid,liquid,
32,tile_0032.png,tloz1_1.png,7,43,solid,liquid,
32,tile_0032.png,tloz1_1.png,7,44,solid,liquid,
25,tile_0025.png,tloz1_1.png,7,45,solid,air,
58,tile_0058.png,tloz1_1.png,7,46,solid,,
59,tile_0059.png,tloz1_1.png,7,47,solid,,
9,tile_0009.png,tloz1_1.png,8,16,solid,,
60,tile_0060.png,tloz1_1.png,8,17,solid,,
25,tile_0025.png,tloz1_1.png,8,18,solid,air,
25,tile_0025.png,tloz1_1.png,8,19,solid,air,
25,tile_0025.png,tloz1_1.png,8,20,solid,air,
25,tile_0025.png,tloz1_1.png,8,21,solid,air,
25,tile_0025.png,tloz1_1.png,8,22,solid,air,
25,tile_0025.png,tloz1_1.png,8,23,solid,air,
25,tile_0025.png,tloz1_1.png,8,24,solid,air,
25,tile_0025.png,tloz1_1.png,8,25,solid,air,
25,tile_0025.png,tloz1_1.png,8,26,solid,air,
25,tile_0025.png,tloz1_1.png,8,27,solid,air,
25,tile_0025.png,tloz1_1.png,8,28,solid,air,
25,tile_0025.png,tloz1_1.png,8,29,solid,air,
61,tile_0061.png,tloz1_1.png,8,30,solid,,
23,tile_0023.png,tloz1_1.png,8,31,solid,,
9,tile_0009.png,tloz1_1.png,8,32,solid,,
60,tile_0060.png,tloz1_1.png,8,33,solid,,
25,tile_0025.png,tloz1_1.png,8,34,solid,air,
25,tile_0025.png,tloz1_1.png,8,35,solid,air,
25,tile_0025.png,tloz1_1.png,8,36,solid,air,
25,tile_0025.png,tloz1_1.png,8,37,solid,air,
25,tile_0025.png,tloz1_1.png,8,38,solid,air,
25,tile_0025.png,tloz1_1.png,8,39,solid,air,
25,tile_0025.png,tloz1_1.png,8,40,solid,air,
25,tile_0025.png,tloz1_1.png,8,41,solid,air,
25,tile_0025.png,tloz1_1.png,8,42,solid,air,
25,tile_0025.png,tloz1_1.png,8,43,solid,air,
25,tile_0025.png,tloz1_1.png,8,44,solid,air,
25,tile_0025.png,tloz1_1.png,8,45,solid,air,
61,tile_0061.png,tloz1_1.png,8,46,solid,,
23,tile_0023.png,tloz1_1.png,8,47,solid,,
9,tile_0009.png,tloz1_1.png,9,16,solid,,
62,tile_0062.png,tloz1_1.png,9,17,solid,,
63,tile_0063.png,tloz1_1.png,9,18,solid,,
64,tile_0064.png,tloz1_1.png,9,19,solid,,
65,tile_0065.png,tloz1_1.png,9,20,solid,,
66,tile_0066.png,tloz1_1.png,9,21,solid,,
67,tile_0067.png,tloz1_1.png,9,22,solid,,
68,tile_0068.png,tloz1_1.png,9,23,solid,,
68,tile_0068.png,tloz1_1.png,9,24,solid,,
69,tile_0069.png,tloz1_1.png,9,25,solid,,
70,tile_0070.png,tloz1_1.png,9,26,solid,,
71,tile_0071.png,tloz1_1.png,9,27,solid,,
72,tile_0072.png,tloz1_1.png,9,28,solid,,
73,tile_0073.png,tloz1_1.png,9,29,solid,,
74,tile_0074.png,tloz1_1.png,9,30,solid,,
23,tile_0023.png,tloz1_1.png,9,31,solid,,
9,tile_0009.png,tloz1_1.png,9,32,solid,,
62,tile_0062.png,tloz1_1.png,9,33,solid,,
63,tile_0063.png,tloz1_1.png,9,34,solid,,
64,tile_0064.png,tloz1_1.png,9,35,solid,,
65,tile_0065.png,tloz1_1.png,9,36,solid,,
66,tile_0066.png,tloz1_1.png,9,37,solid,,
67,tile_0067.png,tloz1_1.png,9,38,solid,,
75,tile_0075.png,tloz1_1.png,9,39,solid,air,1
76,tile_0076.png,tloz1_1.png,9,40,solid,air,1
69,tile_0069.png,tloz1_1.png,9,41,solid,,
70,tile_0070.png,tloz1_1.png,9,42,solid,,
71,tile_0071.png,tloz1_1.png,9,43,solid,,
72,tile_0072.png,tloz1_1.png,9,44,solid,,
73,tile_0073.png,tloz1_1.png,9,45,solid,,
74,tile_0074.png,tloz1_1.png,9,46,solid,,
23,tile_0023.png,tloz1_1.png,9,47,solid,,
77,tile_0077.png,tloz1_1.png,10,16,solid,,
78,tile_0078.png,tloz1_1.png,10,17,solid,,
79,tile_0079.png,tloz1_1.png,10,18,solid,,
78,tile_0078.png,tloz1_1.png,10,19,solid,,
78,tile_0078.png,tloz1_1.png,10,20,solid,,
80,tile_0080.png,tloz1_1.png,10,21,solid,,
81,tile_0081.png,tloz1_1.png,10,22,solid,,
78,tile_0078.png,tloz1_1.png,10,23,solid,,
78,tile_0078.png,tloz1_1.png,10,24,solid,,
82,tile_0082.png,tloz1_1.png,10,25,solid,,
83,tile_0083.png,tloz1_1.png,10,26,solid,,
78,tile_0078.png,tloz1_1.png,10,27,solid,,
78,tile_0078.png,tloz1_1.png,10,28,solid,,
84,tile_0084.png,tloz1_1.png,10,29,solid,,
78,tile_0078.png,tloz1_1.png,10,30,solid,,
85,tile_0085.png,tloz1_1.png,10,31,solid,,
77,tile_0077.png,tloz1_1.png,10,32,solid,,
78,tile_0078.png,tloz1_1.png,10,33,solid,,
79,tile_0079.png,tloz1_1.png,10,34,solid,,
78,tile_0078.png,tloz1_1.png,10,35,solid,,
78,tile_0078.png,tloz1_1.png,10,36,solid,,
80,tile_0080.png,tloz1_1.png,10,37,solid,,
81,tile_0081.png,tloz1_1.png,10,38,solid,,
86,tile_0086.png,tloz1_1.png,10,39,solid,air,1
86,tile_0086.png,tloz1_1.png,10,40,solid,air,1
82,tile_0082.png,tloz1_1.png,10,41,solid,,
83,tile_0083.png,tloz1_1.png,10,42,solid,,
78,tile_0078.png,tloz1_1.png,10,43,solid,,
78,tile_0078.png,tloz1_1.png,10,44,solid,,
84,tile_0084.png,tloz1_1.png,10,45,solid,,
78,tile_0078.png,tloz1_1.png,10,46,solid,,
85,tile_0085.png,tloz1_1.png,10,47,solid,,
0,tile_0000.png,tloz1_1.png,11,32,solid,,
1,tile_0001.png,tloz1_1.png,11,33,solid,,
2,tile_0002.png,tloz1_1.png,11,34,solid,,
1,tile_0001.png,tloz1_1.png,11,35,solid,,
1,tile_0001.png,tloz1_1.png,11,36,solid,,
3,tile_0003.png,tloz1_1.png,11,37,solid,,
4,tile_0004.png,tloz1_1.png,11,38,solid,,
87,tile_0087.png,tloz1_1.png,11,39,solid,air,1
87,tile_0087.png,tloz1_1.png,11,40,solid,air,1
5,tile_0005.png,tloz1_1.png,11,41,solid,,
6,tile_0006.png,tloz1_1.png,11,42,solid,,
1,tile_0001.png,tloz1_1.png,11,43,solid,,
1,tile_0001.png,tloz1_1.png,11,44,solid,,
7,tile_0007.png,tloz1_1.png,11,45,solid,,
1,tile_0001.png,tloz1_1.png,11,46,solid,,
8,tile_0008.png,tloz1_1.png,11,47,solid,,
0,tile_0000.png,tloz1_1.png,11,64,solid,,
1,tile_0001.png,tloz1_1.png,11,65,solid,,
2,tile_0002.png,tloz1_1.png,11,66,solid,,
1,tile_0001.png,tloz1_1.png,11,67,solid,,
1,tile_0001.png,tloz1_1.png,11,68,solid,,
3,tile_0003.png,tloz1_1.png,11,69,solid,,
4,tile_0004.png,tloz1_1.png,11,70,solid,,
1,tile_0001.png,tloz1_1.png,11,71,solid,,
1,tile_0001.png,tloz1_1.png,11,72,solid,,
5,tile_0005.png,tloz1_1.png,11,73,solid,,
6,tile_0006.png,tloz1_1.png,11,74,solid,,
1,tile_0001.png,tloz1_1.png,11,75,solid,,
1,tile_0001.png,tloz1_1.png,11,76,solid,,
7,tile_0007.png,tloz1_1.png,11,77,solid,,
1,tile_0001.png,tloz1_1.png,11,78,solid,,
8,tile_0008.png,tloz1_1.png,11,79,solid,,
0,tile_0000.png,tloz1_1.png,11,80,solid,,
1,tile_0001.png,tloz1_1.png,11,81,solid,,
2,tile_0002.png,tloz1_1.png,11,82,solid,,
1,tile_0001.png,tloz1_1.png,11,83,solid,,
1,tile_0001.png,tloz1_1.png,11,84,solid,,
3,tile_0003.png,tloz1_1.png,11,85,solid,,
4,tile_0004.png,tloz1_1.png,11,86,solid,,
1,tile_0001.png,tloz1_1.png,11,87,solid,,
1,tile_0001.png,tloz1_1.png,11,88,solid,,
5,tile_0005.png,tloz1_1.png,11,89,solid,,
6,tile_0006.png,tloz1_1.png,11,90,solid,,
1,tile_0001.png,tloz1_1.png,11,91,solid,,
1,tile_0001.png,tloz1_1.png,11,92,solid,,
7,tile_0007.png,tloz1_1.png,11,93,solid,,
1,tile_0001.png,tloz1_1.png,11,94,solid,,
8,tile_0008.png,tloz1_1.png,11,95,solid,,
9,tile_0009.png,tloz1_1.png,12,32,solid,,
10,tile_0010.png,tloz1_1.png,12,33,solid,,
11,tile_0011.png,tloz1_1.png,12,34,solid,,
12,tile_0012.png,tloz1_1.png,12,35,solid,,
13,tile_0013.png,tloz1_1.png,12,36,solid,,
14,tile_0014.png,tloz1_1.png,12,37,solid,,
15,tile_0015.png,tloz1_1.png,12,38,solid,,
88,tile_0088.png,tloz1_1.png,12,39,solid,air,1
89,tile_0089.png,tloz1_1.png,12,40,solid,air,1
17,tile_0017.png,tloz1_1.png,12,41,solid,,
18,tile_0018.png,tloz1_1.png,12,42,solid,,
19,tile_0019.png,tloz1_1.png,12,43,solid,,
20,tile_0020.png,tloz1_1.png,12,44,solid,,
21,tile_0021.png,tloz1_1.png,12,45,solid,,
22,tile_0022.png,tloz1_1.png,12,46,solid,,
23,tile_0023.png,tloz1_1.png,12,47,solid,,
9,tile_0009.png,tloz1_1.png,12,64,solid,,
10,tile_0010.png,tloz1_1.png,12,65,solid,,
11,tile_0011.png,tloz1_1.png,12,66,solid,,
12,tile_0012.png,tloz1_1.png,12,67,solid,,
13,tile_0013.png,tloz1_1.png,12,68,solid,,
14,tile_0014.png,tloz1_1.png,12,69,solid,,
15,tile_0015.png,tloz1_1.png,12,70,solid,,
16,tile_0016.png,tloz1_1.png,12,71,solid,,
16,tile_0016.png,tloz1_1.png,12,72,solid,,
17,tile_0017.png,tloz1_1.png,12,73,solid,,
18,tile_0018.png,tloz1_1.png,12,74,solid,,
19,tile_0019.png,tloz1_1.png,12,75,solid,,
20,tile_0020.png,tloz1_1.png,12,76,solid,,
21,tile_0021.png,tloz1_1.png,12,77,solid,,
22,tile_0022.png,tloz1_1.png,12,78,solid,,
23,tile_0023.png,tloz1_1.png,12,79,solid,,
9,tile_0009.png,tloz1_1.png,12,80,solid,,
10,tile_0010.png,tloz1_1.png,12,81,solid,,
11,tile_0011.png,tloz1_1.png,12,82,solid,,
12,tile_0012.png,tloz1_1.png,12,83,solid,,
13,tile_0013.png,tloz1_1.png,12,84,solid,,
14,tile_0014.png,tloz1_1.png,12,85,solid,,
15,tile_0015.png,tloz1_1.png,12,86,solid,,
16,tile_0016.png,tloz1_1.png,12,87,solid,,
16,tile_0016.png,tloz1_1.png,12,88,solid,,
17,tile_0017.png,tloz1_1.png,12,89,solid,,
18,tile_0018.png,tloz1_1.png,12,90,solid,,
19,tile_0019.png,tloz1_1.png,12,91,solid,,
20,tile_0020.png,tloz1_1.png,12,92,solid,,
21,tile_0021.png,tloz1_1.png,12,93,solid,,
22,tile_0022.png,tloz1_1.png,12,94,solid,,
23,tile_0023.png,tloz1_1.png,12,95,solid,,
9,tile_0009.png,tloz1_1.png,13,32,solid,,
24,tile_0024.png,tloz1_1.png,13,33,solid,,
32,tile_0032.png,tloz1_1.png,13,34,solid,liquid,
32,tile_0032.png,tloz1_1.png,13,35,solid,liquid,
32,tile_0032.png,tloz1_1.png,13,36,solid,liquid,
32,tile_0032.png,tloz1_1.png,13,37,solid,liquid,
32,tile_0032.png,tloz1_1.png,13,38,solid,liquid,
25,tile_0025.png,tloz1_1.png,13,39,solid,air,
25,tile_0025.png,tloz1_1.png,13,40,solid,air,
32,tile_0032.png,tloz1_1.png,13,41,solid,liquid,
32,tile_0032.png,tloz1_1.png,13,42,solid,liquid,
32,tile_0032.png,tloz1_1.png,13,43,solid,liquid,
32,tile_0032.png,tloz1_1.png,13,44,solid,liquid,
32,tile_0032.png,tloz1_1.png,13,45,solid,liquid,
26,tile_0026.png,tloz1_1.png,13,46,solid,,
23,tile_0023.png,tloz1_1.png,13,47,solid,,
9,tile_0009.png,tloz1_1.png,13,64,solid,,
24,tile_0024.png,tloz1_1.png,13,65,solid,,
25,tile_0025.png,tloz1_1.png,13,66,solid,air,
25,tile_0025.png,tloz1_1.png,13,67,solid,air,
25,tile_0025.png,tloz1_1.png,13,68,solid,air,
25,tile_0025.png,tloz1_1.png,13,69,solid,air,
25,tile_0025.png,tloz1_1.png,13,70,solid,air,
25,tile_0025.png,tloz1_1.png,13,71,solid,air,
25,tile_0025.png,tloz1_1.png,13,72,solid,air,
29,tile_0029.png,tloz1_1.png,13,73,solid,,
29,tile_0029.png,tloz1_1.png,13,74,solid,,
29,tile_0029.png,tloz1_1.png,13,75,solid,,
29,tile_0029.png,tloz1_1.png,13,76,solid,,
29,tile_0029.png,tloz1_1.png,13,77,solid,,
26,tile_0026.png,tloz1_1.png,13,78,solid,,
23,tile_0023.png,tloz1_1.png,13,79,solid,,
9,tile_0009.png,tloz1_1.png,13,80,solid,,
24,tile_0024.png,tloz1_1.png,13,81,solid,,
25,tile_0025.png,tloz1_1.png,13,82,solid,air,
25,tile_0025.png,tloz1_1.png,13,83,solid,air,
25,tile_0025.png,tloz1_1.png,13,84,solid,air,
25,tile_0025.png,tloz1_1.png,13,85,solid,air,
25,tile_0025.png,tloz1_1.png,13,86,solid,air,
25,tile_0025.png,tloz1_1.png,13,87,solid,air,
